Project No,Project Name,Status,Progress,Assigned To,Related To,Start Date,Target End Date,Total Project Samples,Sample # Range,Purchase Order No,General Description,No of Samples Stored,No of Samples Disposed Of,Net Weight of Material,Material Retrieved By,Date Destroyed,Location Destroyed,Method Used,Description Information,Person Responsible,Witnesses Present,Max Project Time (Days),Actual End Date,Work Type,GoogleDocs Link,Created Time,Modified Time,Number of Liquid Samples,Liquid Analysis Description,Est Hrs Analyst Liquid ,Est Hrs Instrument Liquid,Number of Solid Samples,Solid Analysis Description,Est Hrs Instrument Solid ,Est Hrs Analyst Solid ,Number of Gas Samples,Gas Analysis Description,Est Hrs Analyst Gas,Est Hrs Instrument Gas
P10548,P10548 Rocky Mountain 4240 5a St SW,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-02-20,2014-02-20,2,,,RUSH FEE - nonviable mold same day analysis,0,0,,,,On Site,Compost,,,,,2014-02-20,Analysis,,2014-02-20 18:14:29,2014-02-21 03:25:08,0,,0,0,0,,0,0,0,,0,0
P10549,P10549 Rocky Mountain Jackson Feb 20 2014,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-02-20,2014-02-20,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-02-20,Analysis,,2014-02-20 21:21:56,2014-02-21 23:30:12,0,,0,0,0,,0,0,0,,0,0
P10550,P10550 Mending Homes 8535 47 Ave NW,9. Billed,100%,cbolton,Contacts::::Mike Warren,2014-02-12,2014-02-14,1,,,Asbestos Sampling,0,0,,,,On Site,Compost,,,,,2014-02-21,Analysis,,2014-02-21 23:43:13,2014-02-22 00:20:53,0,,0,0,0,,0,0,0,,0,0
P10551,P10551 Rocky Mountain 317-1 St SE Feb 21 2014,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-02-21,2014-02-25,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-02-21,Analysis,,2014-02-22 00:15:14,2014-02-28 00:29:32,0,,0,0,0,,0,0,0,,0,0
P10552,P10552 EVO Elk Pellets Feb 2014,9. Billed,100%,rpincura,Contacts::::Lanny Amos,2014-02-24,2014-03-07,6,S-41253 S-41254 S-41255 S-41256 S-41257 S-41258,,Ammonmium / Crude Protein / Moisture / Ash / Nitrate / TKN Nitrogen,0,0,,,,On Site,Compost,,,,,2014-03-27,Analysis,,2014-02-22 00:34:14,2014-03-28 15:57:26,0,,0,0,0,,0,0,0,,0,0
P10553,P10553 Harvest Soil Ammender Summary Report,8. Published,100%,cbolton,Contacts::::Scott Kerr,2014-02-23,2014-02-23,4,,,Compile data into 1 common report for Soil Ammender at request for Scott Kerr,0,0,,,,On Site,Compost,,,,,2014-02-23,Analysis,,2014-02-24 00:11:52,2014-03-11 03:46:43,0,,0,0,0,,0,0,0,,0,0
P10554,P10554 Mudge 1608 48 Ave SW,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-02-24,2014-02-24,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-02-24,Analysis,,2014-02-24 19:36:34,2014-02-28 00:29:11,0,,0,0,0,,0,0,0,,0,0
P10555,P10555 Yong 2420 33 St SW,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-02-24,2014-02-24,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-02-24,Analysis,,2014-02-24 20:48:17,2014-02-28 00:28:49,0,,0,0,0,2,0,0,0,,0,0
P10556,P10540 Mold Squad 2408 Carleton St. SW,8. Published,100%,admin,Contacts::::Dieter Krause,2014-02-19,2014-02-26,8,,PO 32944,asbestos,0,0,,,,On Site,Compost,,,,,2014-02-26,Analysis,,2014-02-26 15:32:14,2014-03-13 19:18:34,0,,0,0,0,,0,0,0,,0,0
P10557,P10557 Mold Squad - 3 Wexford Bay SW,9. Billed,100%,admin,Contacts::::Dieter Krause,2014-02-26,2014-02-28,1,,3306_001,Absbestos,0,0,,,,On Site,Compost,,,,,2014-02-26,Analysis,,2014-02-26 23:04:41,2014-03-05 21:46:36,0,,0,0,0,,0,0,0,,0,0
P10558,P10558 EDI RDN Cedar 14-N-0310,9. Billed,100%,rpincura,Contacts::::Lori Carter,2014-02-27,2014-03-06,3,,,"BM-EVW-030, total metals, fecal, BOD, COD",0,0,,,,On Site,Compost,,,,,2014-03-06,Analysis,,2014-02-27 17:13:41,2014-03-07 15:53:36,0,,0,0,0,,0,0,0,,0,0
P10559,P10559 Awotaan 5505 McLoed Tr.,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-02-27,2014-02-27,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-02-27,Analysis,,2014-02-28 00:01:35,2014-02-28 23:25:19,0,,0,0,0,,0,0,0,,0,0
P10560,P10560 3915 74 St NW Drieger,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-02-27,2014-02-27,3,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-02-27,Analysis,,2014-02-28 00:19:08,2014-02-28 23:25:47,0,,0,0,0,,0,0,0,,0,0
P10562,P10562 I.H.S Consulting 30 Bow,9. Billed,100%,cbolton,Contacts::::Mark Carrier,2014-02-28,2014-03-04,11,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-02-28,Analysis,,2014-02-28 20:51:48,2014-03-05 17:18:43,0,,0,0,0,,0,0,0,,0,0
P10564,P10564 West Coast Asbestos 14-127,9. Billed,100%,rpincura,Contacts::::Steve Cameron,2014-03-03,2014-03-11,4,,,Lead,0,0,,,,,,,,,,2014-03-11,Analysis,,2014-03-03 19:05:10,2014-03-12 17:03:58,0,,0,0,0,,0,0,0,,0,0
P10565,P10565 Rocky Mountain Cradduck,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-03-03,2014-03-05,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-03-03,Analysis,,2014-03-03 23:50:50,2014-03-05 17:19:22,0,,0,0,0,,0,0,0,,0,0
P10566,P10566 CoolIT Coolent Project No. 2,9. Billed,100%,rpincura,Contacts::::Kenneth Kong,2014-03-04,2014-03-04,8,S-41620 S-41621 S-41622 S-41623 S-41624 S-41625 S-41626 S-41,,"CoolIT has trouble with both their coolent and material forming on their coolent plates - different than last time.  Wanting to confirm what they maybe.
To be charged by the hour.",0,0,,,,On Site,Compost,,,,,2014-03-27,Analysis,,2014-03-04 18:00:35,2014-03-28 15:57:57,0,,0,0,0,,0,0,0,,0,0
P10568,P10568 JAD Enviro 1636 High Country Dr,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-03-07,2014-03-07,3,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-03-07,Analysis,,2014-03-07 16:58:47,2014-03-10 21:46:12,0,,0,0,0,,0,0,0,,0,0
P10569,P10569 Bhola Stucco Sample,9. Billed,100%,admin,Contacts::::Vaughn Bhola,2014-02-28,2014-03-07,1,,,asbestos test,0,0,,,,On Site,Compost,,,,,2014-03-07,Analysis,,2014-03-07 17:40:37,2014-03-10 21:44:54,0,,0,0,0,,0,0,0,,0,0
P10570,P10570 47 Midpark Park Cl. SE,9. Billed,100%,admin,Contacts::::Tom Bowman,2014-03-07,2014-03-07,1,,,Asbestos,0,0,,,,On Site,Compost,,,,,2014-03-07,Analysis,,2014-03-07 18:16:40,2014-03-11 03:39:40,0,,0,0,0,,0,0,0,,0,0
P10571,P10571 JAD Enviro 120 20 Ave NW,9. Billed,100%,admin,Contacts::::Eddie Elmasri,2014-03-10,2014-03-10,2,,,Asbestos,0,0,,,,On Site,Compost,,,,,2014-03-10,Analysis,,2014-03-10 16:55:17,2014-03-10 21:46:54,0,,0,0,0,,0,0,0,,0,0
P10572,P10572 Rocky Mountain Cradduck Retest,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-03-10,2014-03-10,1,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-03-10,Analysis,,2014-03-10 22:49:20,2014-03-12 17:03:37,0,,0,0,0,,0,0,0,,0,0
P10573,P10573 Coast Stantec,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-03-11,2014-03-12,1,,,TCLP-BTEX,0,0,,,,On Site,Compost,,,,,2014-03-12,Analysis,,2014-03-11 17:37:36,2014-03-13 20:28:29,0,,0,0,0,,0,0,0,,0,0
P10574,P10574 Northern Blizzard February,9. Billed,100%,rpincura,Contacts::::Brandon Zerr,2014-03-11,2014-03-21,14,S-41603 S-41604 S-41605 S-41606 S-41607 S-41608 S-41609 S-41,,Poly / TDS,0,0,,,,On Site,Compost,,,,,2014-03-20,Analysis,,2014-03-11 17:39:56,2014-03-20 22:00:01,0,,0,0,0,,0,0,0,,0,0
P10575,P10575 Coast Victoria Airport,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-03-10,2014-03-12,1,,,TCLP-BTEX,0,0,,,,On Site,Compost,,,,,2014-03-12,Analysis,,2014-03-11 17:46:43,2014-03-13 20:28:57,0,,0,0,0,,0,0,0,,0,0
P10576,P10576 Coast Franz Environmental,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-03-10,2014-03-12,1,,,TCLP-BTEX,0,0,,,,On Site,Compost,,,,,2014-03-12,Analysis,,2014-03-11 17:52:10,2014-03-13 20:29:19,0,,0,0,0,,0,0,0,,0,0
P10577,P10577 Macdonald 214 9 Ave NE,9. Billed,100%,admin,Contacts::::Mike Macdonald,2014-03-12,2014-03-12,3,,,linoleum / stipple,0,0,,,,On Site,Compost,,,,,2014-03-12,Analysis,,2014-03-12 22:56:26,2014-03-28 16:06:23,0,,0,0,0,,0,0,0,,0,0
P10578,P10578 Macdonald 220 9th Ave NE,9. Billed,100%,admin,Contacts::::Mike Macdonald,2014-03-12,2014-03-12,1,,,Ceiling Tile,0,0,,,,On Site,Compost,,,,,2014-03-12,Analysis,,2014-03-12 22:57:53,2014-03-28 16:06:03,0,,0,0,0,,0,0,0,,0,0
P10579,P10579 EDI Raging River,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2014-03-14,2014-03-24,6,,,BM-EVW-EDI1,0,0,,,,On Site,Compost,,,,,2014-04-15,Analysis,,2014-03-14 19:12:27,2014-04-15 23:34:56,0,,0,0,0,,0,0,0,,0,0
P10580,P10580 EDI HAS penstock flush,9. Billed,100%,rpincura,Contacts::::Nicole Frederickson,2014-03-17,2014-03-19,4,,,"BM-EVW-006, BM-EVW-024, BM-EVW-030",0,0,,,,On Site,Compost,,,,,2014-03-18,Analysis,,2014-03-17 15:38:51,2014-03-20 21:59:29,0,,0,0,0,,0,0,0,,0,0
P10582,P10582 Sunshine Village Mar 19 2014,9. Billed,100%,rpincura,Contacts::::Dave Armstrong,2014-03-21,2014-03-28,7,S-41641 S-41642 S-41643 S-41644 S-41645 S-41646 S-41647,,"BM-EVW-SSV + BTEX F1-F2, Total P",0,0,,,,On Site,Compost,,,,,2014-04-07,Analysis,,2014-03-19 16:52:26,2014-04-07 23:34:42,0,,0,0,0,,0,0,0,,0,0
P10583,P10583 Rocky Mountain Allen 23MahoganyRi,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-03-19,2014-03-20,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-03-19,Analysis,,2014-03-19 17:13:59,2014-03-20 21:58:42,0,,0,0,0,,0,0,0,,0,0
P10584,P10584 EDI HAS penstock flush 2,9. Billed,100%,rpincura,Contacts::::Ian Redden,2014-03-20,2014-03-20,3,,,Rush anions,0,0,,,,,,,,,,2014-03-20,Analysis,,2014-03-20 16:22:47,2014-03-20 22:13:33,0,,0,0,0,,0,0,0,,0,0
P10585,P10585 EDI HAS penstock flush 2 metals,9. Billed,100%,rpincura,Contacts::::Ian Redden,2014-03-20,2014-03-27,3,,,"Total metals, on hold",0,0,,,,On Site,Compost,,,,,2014-03-26,Analysis,,2014-03-20 18:10:33,2014-03-27 23:56:01,0,,0,0,0,,0,0,0,,0,0
P10586,P10586 Mold Squad 50 Elveden Dr SW,9. Billed,100%,admin,Contacts::::Dieter Krause,2014-03-20,2014-03-26,9,,,Asbestos,0,0,,,,On Site,Compost,,,,,2014-03-20,Analysis,,2014-03-20 20:49:42,2014-03-24 16:55:05,0,,0,0,0,,0,0,0,,0,0
P10587,P10587 Northern Blizzard 1-28 Solids,9. Billed,100%,rpincura,Contacts::::Jason Sabid,2014-03-24,2014-03-31,1,S-41699,,Test for Chromium in solids,0,0,,,,On Site,Compost,,,,,2014-04-09,Analysis,,2014-03-24 22:55:53,2014-04-21 17:50:23,0,,0,0,0,,0,0,0,,0,0
P10588,P10588 Coast Emcon Services,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-03-26,2014-04-01,6,,,"BM-EVS-007, Metals, Ethylene Glycol, TCLP metals,  TCLP BTEX,  TCLP PAH",0,0,,,,On Site,Compost,,,,,2014-04-03,Analysis,,2014-03-25 19:01:01,2014-04-04 20:33:53,0,,0,0,0,,0,0,0,,0,0
P10589,P10589 Elk Valley Potable Water,9. Billed,100%,rpincura,Contacts::::David Hodgkins,2014-03-27,2014-04-04,1,,,Potable Water Analysis,0,0,,,,On Site,Compost,,,,,2014-04-07,Analysis,,2014-03-27 19:52:46,2014-04-08 18:01:29,0,,0,0,0,,0,0,0,,0,0
P10590,P10590 Mold Squad 2706 7th Ave NW,9. Billed,100%,admin,Contacts::::Dieter Krause,2014-03-31,2014-04-04,12,,278157,asbestos,0,0,,,,On Site,Compost,,,,,2014-04-02,Analysis,,2014-03-28 19:14:16,2014-04-03 16:22:56,0,,0,0,0,,0,0,0,,0,0
P10591,P10591 I.H.S. Consulting Royal,9. Billed,100%,cbolton,Contacts::::Mark Carrier,2014-03-30,2014-03-30,4,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-03-30,Analysis,,2014-03-30 17:13:45,2014-03-31 17:09:38,0,,0,0,0,,0,0,0,,0,0
P10592,P10592 Fairville Filter Fan Phase 2,8. Published,100%,rpincura,Contacts::::Mike Wipf,2014-03-31,2014-04-09,7,,,Lemonene		Pinene,0,0,,,,On Site,Compost,,,,,2014-04-09,Analysis,,2014-03-31 20:53:59,2014-04-14 16:26:26,0,,0,0,0,,0,0,0,,0,0
P10593,P10593 Terrawest COVI14-01,9. Billed,100%,rpincura,Contacts::::Kate Gilbert,2014-04-02,2014-04-08,4,,,"BM-EVW-006, BM-EVW-023, EC",0,0,,,,On Site,Compost,,,,,2014-04-09,Analysis,,2014-04-01 23:41:09,2014-04-15 19:09:21,0,,0,0,0,,0,0,0,,0,0
P10594,P10594 West Coast Shellbourne Street,9. Billed,100%,rpincura,Contacts::::Steve Cameron,2014-04-02,2014-04-09,4,,,Lead,0,0,,,,On Site,Compost,,,,,2014-04-08,Analysis,,2014-04-02 14:59:32,2014-04-08 17:45:59,0,,0,0,0,,0,0,0,,0,0
P10596,P10596 Doctors Way,9. Billed,100%,rpincura,Contacts::::Terry Norman,2014-04-02,2014-04-09,20,,,Asbestos - Analysis Report initially issued April 4 in name of SATGUR but Change Requested to re-issue under Terry  Norman of McBodnor Ent,0,0,,,,On Site,Compost,,,,,2014-04-04,Analysis,,2014-04-02 15:19:13,2014-04-09 15:27:59,0,,0,0,0,,0,0,0,,0,0
P10597,P10597 Lussier Spring,9. Billed,100%,rpincura,Contacts::::Dave Lussier,2014-04-01,2014-04-08,1,,,"Total N2, C/N ratio, pH, EC, sands and fines, organic matter, cations",0,0,,,,,,,,,,2014-04-11,Analysis,,2014-04-02 17:29:54,2014-04-14 16:21:22,0,,0,0,0,,0,0,0,,0,0
P10598,P10598 Paylor Spring 2014,9. Billed,100%,rpincura,Contacts::::Tania Paylor,2014-04-02,2014-04-09,2,,,BM-EVW-032 + BM-EVW-CCME Metals,0,0,,,,On Site,Compost,,,,,2014-04-11,Analysis,,2014-04-02 18:50:57,2014-04-14 16:22:04,0,,0,0,0,,0,0,0,,0,0
P10600,P10600 Northern Blizzard March 2014,9. Billed,100%,rpincura,Contacts::::Brandon Zerr,2014-04-03,2014-04-11,5,,,poly + TDS,0,0,,,,On Site,Compost,,,,,2014-04-18,Analysis,,2014-04-03 14:54:59,2014-04-21 17:50:36,0,,0,0,0,,0,0,0,,0,0
P10601,P10601 Rocky Mountain 12 Parkview Cr,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-04-03,2014-04-04,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-04-03,Analysis,,2014-04-03 21:35:10,2014-04-04 20:34:33,0,,0,0,0,,0,0,0,,0,0
P10602,P10602 Rambridge Mr No,9. Billed,100%,rpincura,Contacts::::Brent Parker,2014-04-04,2014-04-11,1,,,Full Dissolved Metals Analysis,0,0,,,,On Site,Compost,,,,,2014-04-22,Analysis,,2014-04-04 19:33:16,2014-04-23 17:48:49,0,,0,0,0,,0,0,0,,0,0
P10603,P10603 Westholf HenDen Declaration of Conformity,9. Billed,100%,cbolton,Contacts::::Amin (Abie) Samra,2014-03-28,2014-04-04,1,,,,0,0,,,,On Site,Compost,,,,,2014-04-04,Analysis,,2014-04-04 21:28:29,2014-04-07 20:31:35,0,,0,0,0,,0,0,0,,0,0
P10605,P10605 CAO 1736-24th St SW,9. Billed,100%,admin,Contacts::::Nick Michalezki,2014-04-10,2014-04-14,2,,,Asbestos,0,0,,,,On Site,Compost,,,,,2014-04-14,Analysis,,2014-04-10 20:08:19,2014-04-14 18:23:07,0,,0,0,0,,0,0,0,,0,0
P10606,P10606 One Call Solutions 4345 Macauly,9. Billed,100%,admin,Contacts::::Wayne Watson,2014-04-11,2014-04-14,7,,,,0,0,,,,On Site,Compost,,,,,2014-04-15,Analysis,,2014-04-11 22:35:43,2014-04-15 23:35:12,0,,0,0,0,,0,0,0,,0,0
P10607,P10607 Mold Squad 94 Elizabeth St.,9. Billed,100%,cbolton,Contacts::::Dieter Krause,2014-04-15,2014-04-16,3,,278179,Asbestos,0,0,,,,On Site,Compost,,,,,2014-04-16,Analysis,,2014-04-15 22:41:27,2014-04-16 21:52:39,0,,0,0,0,,0,0,0,,0,0
P10608,P10608 Coast Lecdor Construction,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-04-15,2014-04-24,4,,,"LEPH/HEPH, BTEX, PAH, Metals",0,0,,,,On Site,Compost,,,,,2014-04-24,Analysis,,2014-04-15 23:35:29,2014-04-24 17:31:44,0,,0,0,0,,0,0,0,,0,0
P10609,P10609 Coast Parkland EM,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-04-15,2014-04-24,2,,,LEPH,0,0,,,,On Site,Compost,,,,,2014-04-24,Analysis,,2014-04-15 23:57:25,2014-04-24 17:08:42,0,,0,0,0,,0,0,0,,0,0
P10610,P10610 Red Dot 1211 Hamilton St. SW,9. Billed,100%,admin,Contacts::::Mike Newton,2014-04-16,2014-04-16,3,,,Asbestos,0,0,,,,On Site,Compost,,,,,2014-04-16,Analysis,,2014-04-16 23:56:39,2014-04-24 16:03:59,0,,0,0,0,,0,0,0,,0,0
P10611,P10611 Rocky Mountain Peters 147HarvestOak,9. Billed,100%,cbolton,Contacts::::Nick Michalezki,2014-04-17,2014-04-18,2,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-04-18,Analysis,,2014-04-17 20:35:11,2014-04-21 17:21:32,0,,0,0,0,,0,0,0,,0,0
P10612,P10612 JAD Enviro Kwong 1629 6 St.,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-04-17,2014-04-18,3,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-04-18,Analysis,,2014-04-17 20:56:47,2014-04-21 17:21:52,0,,0,0,0,,0,0,0,,0,0
P10613,P10613 Rambridge Fertilizer Moly Analysis,9. Billed,100%,rpincura,Contacts::::Brent Parker,2014-04-16,2014-04-23,1,,,check molybdenum amount,0,0,,,,On Site,Compost,,,,,2014-04-22,Analysis,,2014-04-18 18:24:18,2014-05-13 18:59:20,0,,0,0,0,,0,0,0,,0,0
P10614,P10614 MacDougal April 22 2014,9. Billed,100%,admin,Contacts::::Laura MacDougall,2014-04-22,2014-04-24,2,,,Asbestos,0,0,,,,On Site,Compost,,,,,2014-04-23,Analysis,,2014-04-22 20:09:16,2014-05-25 16:53:08,0,,0,0,0,,0,0,0,,0,0
P10615,P10615 JAD Enviro Didsbury Acreage,9. Billed,100%,admin,Contacts::::Eddie Elmasri,2014-04-22,2014-04-24,3,,,Asbestos,0,0,,,,On Site,Compost,,,,,2014-04-25,Analysis,,2014-04-22 20:23:42,2014-04-25 23:02:56,0,,0,0,0,,0,0,0,,0,0
P10616,P10616 Sunshine Village April 23 2014,9. Billed,100%,rpincura,Contacts::::Dave Armstrong,2014-04-23,2014-05-01,6,,,,0,0,,,,On Site,Compost,,,,,2014-05-05,Analysis,,2014-04-23 21:11:36,2014-05-08 18:11:11,0,,0,0,0,,0,0,0,,0,0
P10617,P10617 Jurgensen April 2014,9. Billed,100%,rpincura,Contacts::::Roni Jurgensen,2014-04-23,2014-04-30,1,,,Routine Water,0,0,,,,On Site,Compost,,,,,2014-04-28,Analysis,,2014-04-23 21:33:33,2014-05-02 14:24:45,0,,0,0,0,,0,0,0,,0,0
P10618,P10618 JAD Enviro 92 Edelweiss Dr NW,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-04-24,2014-04-28,4,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-04-28,Analysis,,2014-04-24 23:03:32,2014-04-28 22:46:45,0,,0,0,0,,0,0,0,,0,0
P10619,P10619 Hen Den Soil April 25 2014,9. Billed,100%,rpincura,Contacts::::Susan Hoy,2014-04-25,2014-05-05,3,,,,0,0,,,,On Site,Compost,,,,,2014-05-07,Analysis,,2014-04-25 21:44:11,2014-05-08 16:27:58,0,,0,0,0,,0,0,0,,0,0
P10620,P10620 JAD Enviro 7 Scenic Park Cres NW,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-04-25,2014-04-28,5,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-04-28,Analysis,,2014-04-25 21:49:56,2014-04-29 00:00:09,0,,0,0,0,,0,0,0,,0,0
P10621,P10621 Doctors road,9. Billed,100%,admin,Contacts::::Terry Norman,2014-04-25,2014-04-29,1,,,Asbestos,0,0,,,,On Site,Compost,,,,,2014-04-29,Analysis,,2014-04-25 22:13:45,2014-05-01 16:22:51,0,,0,0,0,,0,0,0,,0,0
P10622,P10622 Alston Letter to Council & Letter to Residents,9. Billed,100%,cbolton,Contacts::::Ellen Alston,2014-04-25,2014-04-27,2,,,2 hrs,0,0,,,,On Site,Compost,,,,,2014-04-27,Analysis,,2014-04-28 02:57:52,2014-04-28 21:48:15,0,,0,0,0,,0,0,0,,0,0
P10623,P10623 Sulvaris May,9. Billed,100%,rpincura,Contacts::::Robert Mackie,2014-05-01,2014-05-09,1,,,"TKN, Sulphate, Sulfur, pH, Nitrate, Ammonium, Organic Matter",0,0,,,,,,,,,,2014-05-15,Analysis,,2014-05-01 21:15:11,2014-05-15 17:13:08,0,,0,0,0,,0,0,0,,0,0
P10624,P10624 Westhoff Engineering May,9. Billed,100%,rpincura,Contacts::::Amin (Abie) Samra,2014-05-06,2014-05-14,4,,,"TSS, Total phosphorus, metals, coliforms, TKN, NO2, NO3, Cl,SO4, pH, alkalinity",0,0,,,,,,,,,,2014-05-16,Analysis,,2014-05-06 23:04:35,2014-05-16 16:23:42,0,,0,0,0,,0,0,0,,0,0
P10625,P10625 JAD Enviro 2436 41 St SE,9. Billed,100%,cbolton,Contacts::::Eddie Elmasri,2014-05-12,2014-05-12,3,,,non-viable mold,0,0,,,,On Site,Compost,,,,,2014-05-12,Analysis,,2014-05-12 14:53:42,2014-05-13 17:58:21,0,,0,0,0,,0,0,0,,0,0
P10626,P10626 Rocky Mountain Pystynen,9. Billed,100%,admin,Contacts::::Nick Michalezki,2014-05-12,2014-05-12,2,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-05-12,Analysis,,2014-05-12 22:08:02,2014-05-20 23:17:56,0,,0,0,0,,0,0,0,,0,0
P10627,P10627 Stantec OSB Analysis,9. Billed,100%,cbolton,Contacts::::Scott McKean,2014-05-13,2014-05-16,3,,,Non-viable mold,0,0,,,,On Site,Compost,,,,,2014-05-15,Analysis,,2014-05-13 16:38:51,2014-05-16 16:41:02,0,,0,0,0,,0,0,0,,0,0
P10628,P10628 Coast Lecdor Construction,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-05-13,2014-05-20,6,,,"BM-EVS-007, BM-EVS-023",0,0,,,,On Site,Compost,,,,,2014-05-23,Analysis,,2014-05-13 16:41:09,2014-05-26 19:22:13,0,,0,0,0,,0,0,0,,0,0
P10629,P10629 Red Dot 1716 7th St. SW,9. Billed,100%,admin,Contacts::::Mike Newton,2014-05-12,2014-05-14,1,,,asbestos - paint flake,0,0,,,,On Site,Compost,,,,,2014-05-13,Analysis,,2014-05-13 19:22:50,2014-05-23 04:33:23,0,,0,0,0,,0,0,0,,0,0
P10630,P10630 Red Dot 1722 7th St. SW,9. Billed,100%,admin,Contacts::::Mike Newton,2014-05-12,2014-05-14,3,,,ceiling / wall,0,0,,,,On Site,Compost,,,,,2014-05-13,Analysis,,2014-05-13 19:27:28,2014-05-23 04:37:21,0,,0,0,0,,0,0,0,,0,0
P10631,P10631 Rocky Mountain Knisely,9. Billed,100%,admin,Contacts::::Nick Michalezki,2014-05-13,2014-05-16,2,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-05-13,Analysis,,2014-05-13 19:57:03,2014-05-20 23:18:20,0,,0,0,0,,0,0,0,,0,0
P10632,P10632 Sweet Grass May 12 2013,9. Billed,100%,rpincura,Contacts::::Ron Reimer,2014-05-13,2014-05-21,1,,,"Agricultural Feed - Carbohydrates (ADF), Energy (NEG, NEM, TDN), Minerals, Crude Protein, Dry Matter, Moisture",0,0,,,,On Site,Compost,,,,,2014-05-23,Analysis,,2014-05-13 20:23:59,2014-05-26 18:15:54,0,,0,0,0,,0,0,0,,0,0
P10633,P10633 JAD Enviro 2436 41 St SE,9. Billed,100%,admin,Contacts::::Eddie Elmasri,2014-05-13,2014-05-14,1,,,asbestos,0,0,,,,On Site,Compost,,,,,2014-05-14,Analysis,,2014-05-13 20:27:10,2014-05-26 18:19:55,0,,0,0,0,,0,0,0,,0,0
P10634,P10634 Northern Blizzard XRD May 2013,9. Billed,100%,cbolton,Contacts::::Jason Sabid,2014-05-13,2014-05-16,1,,,"XRD Analysis
Billed - Invoice sent May 13/14",0,0,,,,On Site,Compost,,,,,2014-05-13,Analysis,,2014-05-13 20:49:21,2014-06-16 20:37:45,0,,0,0,0,,0,0,0,,0,0
P10635,P10635 Coast Lecdor Construction P2,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2014-05-14,2014-05-21,6,,,"BM-EVS-007
BM-EVS-023",0,0,,,,On Site,Compost,,,,,2014-05-23,Analysis,,2014-05-14 17:22:38,2014-05-26 19:24:29,0,,0,0,0,,0,0,0,,0,0
P10636,P10636 Air Testing Plus Olds College,9. Billed,100%,admin,Contacts::::Dave Day,2014-05-14,2014-05-15,4,4,,Air C asset Asbestos,0,0,,,,On Site,Compost,,,,,2014-05-14,Analysis,,2014-05-14 20:03:52,2014-05-26 18:19:31,0,,0,0,0,,0,0,0,,0,0
P10637,P10637 Building Works 415 Thornhill Place,9. Billed,100%,admin,Contacts::::Dieter Krause,2014-05-14,2014-05-16,4,,PO 280588,asbestos,0,0,,,,On Site,Compost,,,,,2014-05-14,Analysis,,2014-05-14 20:32:46,2014-05-20 21:02:47,0,,0,0,0,,0,0,0,,0,0
P10638,P10638 Sunshine Village May 14 2014,9. Billed,100%,rpincura,Contacts::::Dave Armstrong,2014-05-14,2014-05-23,5,,,,0,0,,,,On Site,Compost,,,,,2014-05-31,Analysis,,2014-05-14 20:59:41,2014-06-06 21:24:00,0,,0,0,0,,0,0,0,,0,0
